ID,Duration__in_seconds_,CRT1,CRT2,CRT3,CRT4,CRT5,CRT6,CRT7,CRT1perf,CRT2perf,CRT3perf,CRT4perf,CRT5perf,CRT6perf,CRT7perf,N1,N2,N3,N1perf,N2perf,N3perf,AOT_1,AOT_2,AOT_3,AOT_4,AOT_5,AOT_6,AOT_7,AOT_8,Climatoskepticism_1,Climatoskepticism_2,Climatoskepticism_3,Climatoskepticism_4,Climatoskepticism_5,Climatoskepticism_6,Climatoskepticism_7,Climatoskepticism_8,Climatoskepticism_9,Climatoskepticism_10,Climatoskepticism_11,Climatoskepticism_12,BeliefScience_1,BeliefScience_2,BeliefScience_3,BeliefScience_4,BeliefScience_5,BeliefScience_6,BeliefScience_7,BeliefScience_8,BeliefScience_9,BeliefScience_10,SciLit1,SciLit2,SciLit3,SciLit4,SciLit5,SciLit6,SciLit7,SciLit8,Gender,Gender_3_TEXT,Age,Ethnicity,Education,MaritalStatus,HouseholdIncome,Mturk,TrapQuestion,Completion,CRT,Numtotal,AOT,BeliefInSciencetotal,Literacy,Climato,filter,filter_$,AOTratio,CRTratio,CognitiveReflection,NumeracyLiteracyIndex
450,954,.10,100,21,2,8,Emily,9,0,0,0,0,1,1,0,400,1,.001,0,0,1,3,4,4,5,3,4,4,3,2,2,1,1,1,2,1,1,1,3,3,3,4,5,5,2,2,3,3,4,4,5,1,1,1,0,1,1,1,1,2,NA,39,1,6,2,3,70384803,1,1,2,1,30,37,7,21,1,1,0.75,0.2857142857142857,0.5178571428571428,8
451,1031,0.05,100,7,2,8,Emily,27,1,0,0,0,1,1,0,500,10,0.001,1,1,1,4,4,1,5,3,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,3,2,3,1,4,1,1,1,1,1,1,0,1,1,NA,35,6,5,1,3,73695814,1,1,3,3,26,22,7,12,1,1,0.65,0.42857142857142855,0.5392857142857143,10
452,367,0.10,10,24,SECOND,8,EMILY,27,0,0,0,1,1,1,0,500,10,10,1,1,0,4,5,5,4,4,3,2,4,5,3,2,4,4,5,4,4,5,2,4,4,4,4,5,5,6,5,5,6,6,6,1,1,1,1,1,0,1,1,1,NA,26,1,8,1,3,81339568,1,1,3,2,31,52,7,46,1,1,0.775,0.42857142857142855,0.6017857142857143,9
456,1388,.10,100,24,First,7,June,9,0,0,0,0,0,0,0,333,10,.01,0,1,0,4,4,4,2,4,2,2,4,2,2,1,2,3,2,2,2,1,2,2,2,5,5,5,5,5,5,5,5,5,4,1,1,0,1,1,1,1,1,2,NA,40,1,7,3,3,12188596,1,1,0,1,26,49,7,23,1,1,0.65,0,0.325,8
458,690,.10,100 minutes,47,First place.,8,June,27,0,0,1,0,1,0,0,500,10,.1 percent,1,1,0,3,5,5,5,5,5,5,5,5,5,5,1,1,5,5,3,5,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,NA,48,1,9,1,3,55160374,1,1,2,2,38,10,7,46,1,1,0.95,0.2857142857142857,0.6178571428571429,9
462,524,.05,5 minutes,47,second place,8,Emily,3,1,1,1,1,1,1,0,500,10,10%,1,1,0,3,4,4,4,4,3,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,3,1,1,2,2,2,2,5,1,1,1,1,1,1,1,1,2,NA,37,1,8,1,2,33890114,1,1,6,2,28,25,8,13,1,1,0.7,0.8571428571428571,0.7785714285714285,10
463,606,$0.10,100,47,1st,8,Emily,"None if there is a hole, 27 if you count the space or dirt removed",0,0,1,0,1,1,1,500,10 people,0.1%,1,1,1,3,5,5,5,2,5,5,5,2,2,2,2,2,3,3,2,2,3,3,3,6,6,6,3,3,5,5,5,5,5,1,1,0,0,1,1,1,1,2,NA,25,1,7,2,2,51697735,1,1,4,3,35,49,6,29,1,1,0.875,0.5714285714285714,0.7232142857142857,9
464,1169,0.05,100 minutes,No sure,First place,7,June,27,1,0,0,0,0,0,0,50%,10,0.1%,0,1,1,3,5,5,5,3,3,5,4,3,3,2,4,2,2,2,3,3,3,5,4,5,2,1,1,2,2,1,4,4,4,1,1,1,1,1,1,1,1,1,NA,37,3,8,5,1,10445204,1,1,1,2,33,26,8,36,1,1,0.825,0.14285714285714285,0.4839285714285714,10
465,2002,0.10,5,47,second,8,Emily,27,0,1,1,1,1,1,0,500,10,10,1,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,5,4,3,4,5,1,1,1,1,1,1,1,0,2,NA,28,1,5,3,2,6806823,1,1,5,2,24,38,7,36,1,1,0.6,0.7142857142857143,0.6571428571428571,9
467,694,10 cents,5 min,47 days,second place,8 sheep,Emily,0,0,1,1,1,1,1,1,500,50 percent,0.1 percent,1,0,0,3,4,3,5,3,3,4,3,3,3,3,2,3,3,4,3,3,2,3,3,4,4,3,3,3,3,3,4,3,3,1,1,1,1,1,0,1,1,2,NA,39,1,5,1,2,76457064,1,1,6,1,28,33,7,35,1,1,0.7,0.8571428571428571,0.7785714285714285,8
468,607,.10,100,24,second,15,june,3,0,0,0,1,0,0,0,800,10,1,0,1,0,2,4,3,4,3,3,3,4,4,4,1,2,2,2,2,3,3,3,3,3,4,3,3,3,3,4,3,4,4,4,1,0,0,0,1,1,1,0,2,NA,34,5,4,2,4,45626200,1,1,1,1,26,35,4,32,1,1,0.65,0.14285714285714285,0.39642857142857146,5
469,1477,10 cents,500,24 days,first,8 sheep,Emily,9,0,0,0,0,1,1,0,500,100,.01%,1,0,0,4,5,5,5,4,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,6,4,4,3,3,6,3,3,4,6,1,1,1,0,1,1,1,1,3,NA,28,1,9,5,2,7646152,1,1,2,1,37,42,7,12,1,1,0.925,0.2857142857142857,0.6053571428571429,8
470,619,5 cents,5 minutes,47,second,8,emily,27,1,1,1,1,1,1,0,500,10,.001,1,1,1,3,5,5,5,3,5,5,5,1,1,1,2,1,1,1,1,1,1,1,1,6,6,6,4,5,4,4,4,6,6,1,1,1,1,1,1,0,1,1,NA,34,2,8,3,1,51788156,1,1,6,3,36,51,7,13,1,1,0.9,0.8571428571428571,0.8785714285714286,10
471,760,$0.05,1minute,47 days,Second,8,Emily,27,1,0,1,1,1,1,0,500,10,0.1%,1,1,1,2,5,4,3,5,4,5,4,1,1,1,1,2,2,2,4,3,3,4,2,6,3,5,3,3,6,5,1,5,6,1,1,1,1,1,1,1,1,2,NA,34,1,8,2,3,25622787,1,1,5,3,32,43,8,26,1,1,0.8,0.7142857142857143,0.7571428571428571,11
472,821,0.05,100,47 days,1st place,7,June,27,1,0,1,0,0,0,0,3,10 people,0.1%,0,1,1,1,4,3,3,2,2,3,3,4,4,2,2,2,4,4,4,3,3,4,5,3,4,4,3,3,3,3,4,4,4,1,1,1,1,1,1,1,0,2,NA,41,4,9,1,2,40087264,1,1,2,2,21,35,7,41,1,1,0.525,0.2857142857142857,0.40535714285714286,9
473,649,$.10,100 minutes,47 days,First,7,Emily,27,0,0,1,0,0,1,0,333,10,.01,0,1,0,4,4,3,4,2,2,4,2,5,5,4,3,2,4,4,4,4,3,4,4,5,4,4,5,4,4,4,4,4,4,1,1,1,1,1,1,1,1,2,NA,24,1,8,1,2,24353895,1,1,2,1,25,42,8,46,1,1,0.625,0.2857142857142857,0.45535714285714285,9
474,2530,$0.05,5 minutes,24 days,Second,8,Emily,0,1,1,0,1,1,1,1,500,10,10%,1,1,0,4,2,2,5,3,2,4,2,2,2,2,1,1,1,1,1,2,1,4,1,1,3,1,2,4,1,1,3,3,4,1,0,0,1,0,1,1,1,2,NA,31,2,8,5,3,66724642,1,1,6,2,24,23,5,19,1,1,0.6,0.8571428571428571,0.7285714285714285,7
475,1584,.10,100,24,second,8,emily,3,0,0,0,1,1,1,0,500,10,.1,1,1,0,3,4,5,5,4,4,4,3,2,1,1,1,1,1,1,1,1,1,2,1,6,4,2,4,4,2,2,4,2,3,1,1,0,0,1,1,1,0,2,NA,29,2,8,2,3,74377056,1,1,3,2,32,33,5,14,1,1,0.8,0.42857142857142855,0.6142857142857143,7
477,2203,"The ball is free, plus ten cent tax",100 minutes,24 days,second place,8,Emily,There is no dirt in a hole,0,0,0,1,1,1,1,500,1, a tenth of a percent,1,0,1,4,4,4,5,5,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,5,5,6,5,5,6,6,1,1,1,1,1,0,1,0,1,NA,57,3,8,2,2,58779494,1,1,4,2,36,56,6,12,1,1,0.9,0.5714285714285714,0.7357142857142858,8
479,392,$.10,1 minute,24,1st,8,June,27,0,0,0,0,1,0,0,500,10,1%,1,1,0,3,4,2,4,1,2,4,2,2,4,4,4,4,3,4,4,4,4,4,4,2,5,4,1,1,2,2,4,2,2,1,0,0,1,1,0,1,0,2,NA,62,1,5,5,2,8446339,1,1,1,2,22,25,4,45,1,1,0.55,0.14285714285714285,0.3464285714285714,6
